Track_ID,Model,Real_Anomalies,TP,TN,FP,FN,Recall,Precision,F1_Score
38016,One-Class SVM (Linear),8,8,67,28,0,1.0,0.2222222222222222,0.3636363636363636
38016,One-Class SVM (Poly),8,0,92,3,8,0.0,0.0,0.0
38016,One-Class SVM (RBF),8,8,83,12,0,1.0,0.4,0.5714285714285715
38016,Isolation Forest,8,8,95,0,0,1.0,1.0,1.0
38016,Autoencoder,8,8,95,0,0,1.0,1.0,1.0
38017,EllipticEnvelope,5,5,170,2,0,1.0,0.7142857142857143,0.8333333333333333
38017,One-Class SVM (Linear),5,0,102,70,5,0.0,0.0,0.0
38017,One-Class SVM (Poly),5,0,107,65,5,0.0,0.0,0.0
38017,One-Class SVM (RBF),5,5,152,20,0,1.0,0.2,0.33333333333333337
38017,Isolation Forest,5,5,171,1,0,1.0,0.8333333333333334,0.9090909090909091
38017,Autoencoder,5,5,171,1,0,1.0,0.8333333333333334,0.9090909090909091
38019,EllipticEnvelope,5,5,113,2,0,1.0,0.7142857142857143,0.8333333333333333
38019,One-Class SVM (Linear),5,0,94,21,5,0.0,0.0,0.0
38019,One-Class SVM (Poly),5,0,98,17,5,0.0,0.0,0.0
38019,One-Class SVM (RBF),5,5,99,16,0,1.0,0.23809523809523808,0.3846153846153846
38019,Isolation Forest,5,5,113,2,0,1.0,0.7142857142857143,0.8333333333333333
38019,Autoencoder,5,5,113,2,0,1.0,0.7142857142857143,0.8333333333333333
38020,EllipticEnvelope,7,7,37,1,0,1.0,0.875,0.9333333333333333
38020,One-Class SVM (Linear),7,7,23,15,0,1.0,0.3181818181818182,0.4827586206896552
38020,One-Class SVM (Poly),7,0,17,21,7,0.0,0.0,0.0
38020,One-Class SVM (RBF),7,7,31,7,0,1.0,0.5,0.6666666666666666
38020,Isolation Forest,7,7,37,1,0,1.0,0.875,0.9333333333333333
38020,Autoencoder,7,7,37,1,0,1.0,0.875,0.9333333333333333
38021,EllipticEnvelope,6,6,38,1,0,1.0,0.8571428571428571,0.923076923076923
38021,One-Class SVM (Linear),6,6,24,15,0,1.0,0.2857142857142857,0.4444444444444445
38021,One-Class SVM (Poly),6,0,18,21,6,0.0,0.0,0.0
38021,One-Class SVM (RBF),6,6,31,8,0,1.0,0.42857142857142855,0.6
38021,Isolation Forest,6,6,38,1,0,1.0,0.8571428571428571,0.923076923076923
38021,Autoencoder,6,6,38,1,0,1.0,0.8571428571428571,0.923076923076923
38022,EllipticEnvelope,8,8,74,0,0,1.0,1.0,1.0
38022,One-Class SVM (Linear),8,8,53,21,0,1.0,0.27586206896551724,0.4324324324324324
38022,One-Class SVM (Poly),8,0,13,61,8,0.0,0.0,0.0
38022,One-Class SVM (RBF),8,8,55,19,0,1.0,0.2962962962962963,0.45714285714285713
38022,Isolation Forest,8,8,74,0,0,1.0,1.0,1.0
38022,Autoencoder,8,8,73,1,0,1.0,0.8888888888888888,0.9411764705882353
38024,EllipticEnvelope,9,9,90,0,0,1.0,1.0,1.0
38024,One-Class SVM (Linear),9,7,71,19,2,0.7777777777777778,0.2692307692307692,0.39999999999999997
38024,One-Class SVM (Poly),9,1,2,88,8,0.1111111111111111,0.011235955056179775,0.02040816326530612
38024,One-Class SVM (RBF),9,9,77,13,0,1.0,0.4090909090909091,0.5806451612903226
38024,Isolation Forest,9,9,90,0,0,1.0,1.0,1.0
38024,Autoencoder,9,9,90,0,0,1.0,1.0,1.0
38031,EllipticEnvelope,7,7,78,0,0,1.0,1.0,1.0
38031,One-Class SVM (Linear),7,0,76,2,7,0.0,0.0,0.0
38031,One-Class SVM (Poly),7,0,76,2,7,0.0,0.0,0.0
38031,One-Class SVM (RBF),7,7,66,12,0,1.0,0.3684210526315789,0.5384615384615384
38031,Isolation Forest,7,7,77,1,0,1.0,0.875,0.9333333333333333
38031,Autoencoder,7,7,78,0,0,1.0,1.0,1.0
38044,EllipticEnvelope,8,8,45,0,0,1.0,1.0,1.0
38044,One-Class SVM (Linear),8,8,41,4,0,1.0,0.6666666666666666,0.8
38044,One-Class SVM (Poly),8,7,34,11,1,0.875,0.3888888888888889,0.5384615384615385
38044,One-Class SVM (RBF),8,8,34,11,0,1.0,0.42105263157894735,0.5925925925925926
38044,Isolation Forest,8,8,45,0,0,1.0,1.0,1.0
38044,Autoencoder,8,8,45,0,0,1.0,1.0,1.0
38045,EllipticEnvelope,7,7,28,1,0,1.0,0.875,0.9333333333333333
38045,One-Class SVM (Linear),7,7,25,4,0,1.0,0.6363636363636364,0.7777777777777778
38045,One-Class SVM (Poly),7,0,25,4,7,0.0,0.0,0.0
38045,One-Class SVM (RBF),7,7,19,10,0,1.0,0.4117647058823529,0.5833333333333334
38045,Isolation Forest,7,7,29,0,0,1.0,1.0,1.0
38045,Autoencoder,7,7,29,0,0,1.0,1.0,1.0
38064,EllipticEnvelope,8,0,11,0,8,0.0,0.0,0.0
38064,One-Class SVM (Linear),8,4,8,3,4,0.5,0.5714285714285714,0.5333333333333333
38064,One-Class SVM (Poly),8,4,9,2,4,0.5,0.6666666666666666,0.5714285714285715
38064,One-Class SVM (RBF),8,7,10,1,1,0.875,0.875,0.875
38064,Isolation Forest,8,1,11,0,7,0.125,1.0,0.2222222222222222
38072,EllipticEnvelope,4,1,41,0,3,0.25,1.0,0.4
38072,One-Class SVM (Linear),4,2,32,9,2,0.5,0.18181818181818182,0.26666666666666666
38072,One-Class SVM (Poly),4,1,19,22,3,0.25,0.043478260869565216,0.07407407407407408
38072,One-Class SVM (RBF),4,2,34,7,2,0.5,0.2222222222222222,0.30769230769230765
38072,Isolation Forest,4,2,41,0,2,0.5,1.0,0.6666666666666666
38072,Autoencoder,4,2,41,0,2,0.5,1.0,0.6666666666666666
38073,EllipticEnvelope,4,0,55,1,4,0.0,0.0,0.0
38073,One-Class SVM (Linear),4,1,40,16,3,0.25,0.058823529411764705,0.09523809523809523
38073,One-Class SVM (Poly),4,2,35,21,2,0.5,0.08695652173913043,0.14814814814814817
38073,One-Class SVM (RBF),4,1,47,9,3,0.25,0.1,0.14285714285714288
38073,Isolation Forest,4,0,55,1,4,0.0,0.0,0.0
38073,Autoencoder,4,0,55,1,4,0.0,0.0,0.0
38074,EllipticEnvelope,4,0,36,1,4,0.0,0.0,0.0
38074,One-Class SVM (Linear),4,0,18,19,4,0.0,0.0,0.0
38074,One-Class SVM (Poly),4,0,16,21,4,0.0,0.0,0.0
38074,One-Class SVM (RBF),4,4,29,8,0,1.0,0.3333333333333333,0.5
38074,Isolation Forest,4,0,36,1,4,0.0,0.0,0.0
38074,Autoencoder,4,0,36,1,4,0.0,0.0,0.0
38075,EllipticEnvelope,4,0,34,1,4,0.0,0.0,0.0
38075,One-Class SVM (Linear),4,3,23,12,1,0.75,0.2,0.31578947368421056
38075,One-Class SVM (Poly),4,1,22,13,3,0.25,0.07142857142857142,0.11111111111111112
38075,One-Class SVM (RBF),4,3,27,8,1,0.75,0.2727272727272727,0.39999999999999997
38075,Isolation Forest,4,0,34,1,4,0.0,0.0,0.0
38075,Autoencoder,4,1,34,1,3,0.25,0.5,0.3333333333333333
38076,EllipticEnvelope,5,1,47,0,4,0.2,1.0,0.33333333333333337
38076,One-Class SVM (Linear),5,1,26,21,4,0.2,0.045454545454545456,0.07407407407407407
38076,One-Class SVM (Poly),5,2,16,31,3,0.4,0.06060606060606061,0.10526315789473685
38076,One-Class SVM (RBF),5,4,37,10,1,0.8,0.2857142857142857,0.4210526315789473
38076,Isolation Forest,5,1,47,0,4,0.2,1.0,0.33333333333333337
38076,Autoencoder,5,0,47,0,5,0.0,0.0,0.0
38077,EllipticEnvelope,5,0,25,1,5,0.0,0.0,0.0
38077,One-Class SVM (Linear),5,0,19,7,5,0.0,0.0,0.0
38077,One-Class SVM (Poly),5,4,8,18,1,0.8,0.18181818181818182,0.2962962962962963
38077,One-Class SVM (RBF),5,4,19,7,1,0.8,0.36363636363636365,0.5000000000000001
38077,Isolation Forest,5,0,25,1,5,0.0,0.0,0.0
38079,EllipticEnvelope,4,3,42,0,1,0.75,1.0,0.8571428571428571
38079,One-Class SVM (Linear),4,2,32,10,2,0.5,0.16666666666666666,0.25
38079,One-Class SVM (Poly),4,2,18,24,2,0.5,0.07692307692307693,0.13333333333333336
38079,One-Class SVM (RBF),4,4,33,9,0,1.0,0.3076923076923077,0.47058823529411764
38079,Isolation Forest,4,3,42,0,1,0.75,1.0,0.8571428571428571
38079,Autoencoder,4,4,42,0,0,1.0,1.0,1.0
38080,EllipticEnvelope,4,0,19,0,4,0.0,0.0,0.0
38080,One-Class SVM (Linear),4,0,10,9,4,0.0,0.0,0.0
38080,One-Class SVM (Poly),4,1,7,12,3,0.25,0.07692307692307693,0.11764705882352941
38080,One-Class SVM (RBF),4,2,14,5,2,0.5,0.2857142857142857,0.36363636363636365
38080,Isolation Forest,4,1,19,0,3,0.25,1.0,0.4
38081,EllipticEnvelope,5,1,46,0,4,0.2,1.0,0.33333333333333337
38081,One-Class SVM (Linear),5,3,34,12,2,0.6,0.2,0.3
38081,One-Class SVM (Poly),5,1,33,13,4,0.2,0.07142857142857142,0.10526315789473682
38081,One-Class SVM (RBF),5,5,36,10,0,1.0,0.3333333333333333,0.5
38081,Isolation Forest,5,3,46,0,2,0.6,1.0,0.7499999999999999
38081,Autoencoder,5,2,46,0,3,0.4,1.0,0.5714285714285715
38082,EllipticEnvelope,4,0,54,1,4,0.0,0.0,0.0
38082,One-Class SVM (Linear),4,0,35,20,4,0.0,0.0,0.0
38082,One-Class SVM (Poly),4,1,29,26,3,0.25,0.037037037037037035,0.06451612903225806
38082,One-Class SVM (RBF),4,2,40,15,2,0.5,0.11764705882352941,0.19047619047619047
38082,Isolation Forest,4,0,54,1,4,0.0,0.0,0.0
38082,Autoencoder,4,0,54,1,4,0.0,0.0,0.0
